,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Self Control,Addiction Level,CurrentActivity,ConnectionType,Clusters,DB_Clusters
717,47,Female,Mexico,39337,False,True,Waiting staff,Rural,Instagram,138,6,Vlogs,12,4177,9,5,36,48,Morning,7,3,Procrastination,Tablet,Android,9,1,At home,Mobile Data,2,1
718,62,Female,India,42313,False,True,driver,Rural,TikTok,100,10,Vlogs,10,1744,3,6,24,22,Evening,5,5,Boredom,Smartphone,Windows,7,3,At school,Mobile Data,2,1
719,22,Other,Mexico,46943,False,True,Students,Urban,YouTube,101,5,Life Hacks,20,2256,5,5,31,94,Afternoon,4,6,Entertainment,Smartphone,Windows,6,4,At home,Mobile Data,3,2
720,50,Male,India,97949,True,True,Waiting staff,Urban,Facebook,72,18,Trends,20,7612,6,19,39,54,Evening,5,5,Entertainment,Tablet,Android,7,3,Commuting,Wi-Fi,0,3
721,18,Male,United States,20276,False,False,Students,Rural,Instagram,38,10,Vlogs,26,8713,6,27,46,4,Afternoon,4,6,Boredom,Smartphone,Android,6,4,At work,Mobile Data,3,2
722,35,Other,United States,71151,True,True,Labor/Worker,Rural,Instagram,219,10,Pranks,21,7196,8,8,13,87,Afternoon,4,6,Boredom,Smartphone,Android,6,4,At home,Mobile Data,4,4
723,49,Female,United States,37611,False,False,Cashier,Urban,Instagram,21,7,Gaming,13,5423,6,9,10,55,Afternoon,4,6,Boredom,Tablet,Windows,6,4,At school,Wi-Fi,3,2
724,64,Female,Mexico,31944,False,True,Artist,Rural,Facebook,139,18,Life Hacks,29,5089,6,15,23,44,Evening,5,5,Procrastination,Tablet,iOS,7,3,At school,Wi-Fi,2,1
725,28,Female,Pakistan,72887,True,False,Students,Rural,YouTube,182,1,ASMR,19,6608,4,4,18,89,Evening,5,5,Entertainment,Tablet,iOS,7,3,At school,Mobile Data,4,4
726,38,Female,United States,69847,True,True,Cashier,Rural,TikTok,217,7,Trends,15,9717,7,25,32,12,Night,1,9,Habit,Computer,MacOS,3,7,At home,Wi-Fi,1,0
727,43,Female,Germany,78653,True,False,Students,Rural,YouTube,33,1,Pranks,8,1469,8,9,33,81,Afternoon,4,6,Habit,Tablet,Android,6,4,Commuting,Mobile Data,1,0
728,42,Male,United States,76622,True,True,Waiting staff,Rural,Instagram,108,15,ASMR,23,2675,3,7,36,79,Afternoon,4,6,Habit,Computer,Android,6,4,At home,Mobile Data,4,4
729,39,Male,India,47810,False,False,Waiting staff,Rural,Instagram,148,4,Trends,21,1513,7,8,28,74,Afternoon,4,6,Boredom,Smartphone,Android,6,4,At work,Mobile Data,3,2
730,44,Female,Barzil,97842,True,True,Engineer,Rural,TikTok,183,10,Vlogs,10,4876,3,15,16,99,Evening,5,5,Boredom,Smartphone,Android,7,3,Commuting,Wi-Fi,0,3
731,30,Other,India,30503,False,False,driver,Rural,YouTube,38,9,Pranks,3,1451,8,19,16,52,Evening,5,5,Entertainment,Tablet,Android,7,3,At school,Mobile Data,2,1
732,50,Male,Vietnam,56976,True,True,Waiting staff,Rural,Instagram,152,2,Comedy,21,4654,1,15,18,93,Morning,7,3,Habit,Smartphone,MacOS,9,1,At home,Mobile Data,4,4
733,51,Female,India,31590,False,False,Waiting staff,Rural,Instagram,51,14,Trends,3,3007,1,5,8,76,Night,1,9,Entertainment,Smartphone,Android,3,7,At home,Mobile Data,3,-1
734,58,Other,Germany,30886,False,True,Waiting staff,Rural,YouTube,217,16,Gaming,26,3124,6,19,42,65,Evening,5,5,Boredom,Smartphone,iOS,7,3,At home,Wi-Fi,2,1
735,52,Male,Pakistan,32866,False,False,Students,Rural,Instagram,201,1,Entertainment,5,1753,9,7,16,65,Afternoon,4,6,Entertainment,Smartphone,iOS,6,4,At work,Mobile Data,3,2
736,18,Other,United States,86624,True,True,Waiting staff,Rural,YouTube,169,2,Life Hacks,16,1612,4,6,11,10,Evening,5,5,Boredom,Tablet,Windows,7,3,At home,Mobile Data,4,4
737,38,Female,United States,88899,True,False,Students,Rural,Instagram,73,7,Gaming,17,3275,6,27,6,18,Afternoon,3,7,Boredom,Computer,Android,5,5,At home,Mobile Data,1,0
738,23,Male,Indonesia,52792,True,True,Cashier,Rural,YouTube,252,10,Gaming,6,8747,5,19,1,47,Night,9,1,Habit,Tablet,iOS,10,0,At school,Mobile Data,0,3
739,45,Female,Mexico,29764,False,True,driver,Rural,TikTok,267,1,ASMR,26,2049,1,25,12,66,Evening,3,7,Habit,Smartphone,iOS,5,5,Commuting,Mobile Data,3,2
740,34,Female,Pakistan,62727,True,True,Students,Rural,Instagram,161,13,ASMR,20,824,6,28,38,49,Evening,9,1,Entertainment,Smartphone,Android,10,0,At home,Mobile Data,0,3
741,22,Other,Indonesia,98471,True,True,driver,Rural,TikTok,224,1,Entertainment,20,3030,9,17,28,72,Afternoon,3,7,Habit,Tablet,MacOS,5,5,At home,Mobile Data,1,0
742,48,Male,Vietnam,28068,False,False,Labor/Worker,Rural,Instagram,175,5,Life Hacks,16,1081,3,10,45,22,Evening,3,7,Habit,Tablet,Windows,5,5,At home,Mobile Data,3,2
743,22,Female,India,27295,False,True,Students,Rural,Instagram,40,16,Trends,24,5299,3,19,17,86,Afternoon,8,2,Habit,Smartphone,iOS,10,0,At home,Wi-Fi,2,1
744,55,Female,Mexico,61160,True,False,Manager,Rural,Facebook,241,15,Life Hacks,2,492,2,11,1,26,Afternoon,6,4,Habit,Computer,Android,8,2,At school,Mobile Data,0,3
745,20,Male,Mexico,31390,False,True,Cashier,Rural,YouTube,291,17,Pranks,20,4764,4,15,32,90,Evening,8,2,Boredom,Computer,iOS,10,0,At work,Wi-Fi,2,1
746,40,Male,Japan,40131,False,False,Cashier,Urban,TikTok,38,16,Entertainment,15,7202,3,10,8,9,Evening,6,4,Habit,Smartphone,iOS,8,2,At home,Wi-Fi,2,1
747,54,Female,Japan,95969,True,True,Engineer,Urban,TikTok,204,13,Pranks,18,8266,2,11,40,21,Night,8,2,Boredom,Smartphone,Android,10,0,At work,Wi-Fi,0,3
748,54,Male,India,35038,False,False,Students,Rural,TikTok,265,11,Pranks,1,3360,1,23,43,95,Morning,8,2,Procrastination,Smartphone,Windows,10,0,At school,Mobile Data,2,1
749,27,Female,India,72327,True,True,Waiting staff,Rural,YouTube,290,17,Pranks,26,8562,3,3,46,63,Morning,8,2,Boredom,Smartphone,Android,10,0,At school,Mobile Data,0,3
750,27,Male,India,97064,True,False,Teacher,Rural,Facebook,96,17,Entertainment,29,4682,6,3,24,6,Evening,6,4,Boredom,Smartphone,Windows,8,2,At work,Wi-Fi,0,3
751,36,Male,India,41281,False,True,Cashier,Rural,TikTok,158,2,Entertainment,29,328,9,18,10,14,Afternoon,8,2,Boredom,Computer,Android,10,0,At work,Mobile Data,2,1
752,34,Male,United States,74189,True,False,Labor/Worker,Urban,YouTube,258,13,Gaming,19,9982,5,25,47,33,Afternoon,8,2,Entertainment,Smartphone,iOS,10,0,At home,Wi-Fi,4,4
753,38,Other,United States,68511,True,True,Students,Rural,Instagram,292,14,Trends,12,8968,3,11,39,71,Night,9,1,Boredom,Tablet,MacOS,10,0,At school,Mobile Data,0,3
754,31,Male,Japan,28605,False,False,Labor/Worker,Rural,TikTok,207,11,Vlogs,8,4674,5,20,39,24,Morning,6,4,Entertainment,Smartphone,MacOS,8,2,At work,Wi-Fi,2,1
755,26,Male,Japan,21381,False,True,Waiting staff,Rural,TikTok,53,10,Vlogs,6,4316,5,26,10,73,Morning,6,4,Boredom,Smartphone,iOS,8,2,At home,Mobile Data,2,1
756,63,Female,Japan,86634,True,False,driver,Rural,Facebook,37,3,Vlogs,12,9379,5,29,36,75,Afternoon,3,7,Procrastination,Computer,Android,5,5,At work,Mobile Data,1,0
757,18,Female,Pakistan,39810,False,True,Waiting staff,Urban,TikTok,26,17,Gaming,7,9695,7,22,25,87,Evening,8,2,Boredom,Smartphone,Android,10,0,At home,Mobile Data,2,1
758,62,Female,Barzil,44322,False,False,Teacher,Urban,TikTok,136,15,Vlogs,18,5803,5,18,10,51,Morning,8,2,Entertainment,Smartphone,Android,10,0,Commuting,Mobile Data,2,1
759,30,Other,India,61869,True,True,Labor/Worker,Urban,Instagram,177,9,Gaming,22,3325,7,25,19,2,Evening,6,4,Boredom,Smartphone,Android,8,2,At school,Mobile Data,0,3
760,21,Female,Pakistan,52955,True,True,Students,Rural,YouTube,253,10,Comedy,14,8379,9,15,46,15,Night,8,2,Habit,Tablet,iOS,10,0,At home,Wi-Fi,4,4
761,18,Male,United States,81388,True,True,Students,Rural,YouTube,85,8,Entertainment,8,1214,5,7,45,35,Evening,3,7,Procrastination,Computer,Android,5,5,At home,Wi-Fi,1,0
762,57,Female,United States,30207,False,True,Waiting staff,Rural,Facebook,240,13,Vlogs,24,7556,2,10,15,36,Evening,8,2,Boredom,Smartphone,Android,10,0,At home,Mobile Data,2,1
763,49,Male,Vietnam,87628,True,False,Engineer,Rural,Instagram,213,18,Life Hacks,20,9301,5,21,16,92,Night,8,2,Entertainment,Tablet,Android,10,0,At school,Mobile Data,4,4
764,51,Male,Germany,48220,False,True,Teacher,Rural,YouTube,257,5,Jokes/Memes,22,8722,8,23,2,39,Afternoon,9,1,Procrastination,Tablet,Android,10,0,At school,Mobile Data,2,1
765,45,Male,Mexico,94085,True,False,Waiting staff,Urban,Instagram,223,6,Life Hacks,14,9262,4,20,29,4,Night,6,4,Habit,Smartphone,MacOS,8,2,Commuting,Mobile Data,4,4
766,48,Male,India,42031,False,True,Teacher,Urban,YouTube,224,17,Jokes/Memes,5,3136,2,29,4,64,Night,3,7,Habit,Computer,iOS,5,5,At home,Mobile Data,3,2
767,25,Male,Indonesia,90721,True,False,Cashier,Rural,Instagram,167,11,Pranks,9,9154,3,10,29,74,Afternoon,8,2,Boredom,Computer,Android,10,0,At home,Mobile Data,0,3
768,56,Male,Philippines,91312,True,True,Students,Rural,Facebook,78,16,ASMR,8,6618,9,13,31,6,Afternoon,8,2,Habit,Smartphone,Windows,10,0,At home,Mobile Data,4,4
769,43,Male,United States,79766,True,False,Labor/Worker,Rural,TikTok,94,9,Jokes/Memes,2,5265,9,15,17,57,Night,3,7,Boredom,Smartphone,Android,5,5,Commuting,Mobile Data,1,0
770,51,Female,Vietnam,32449,False,True,Artist,Rural,Facebook,276,2,Trends,28,7089,8,23,10,30,Morning,3,7,Entertainment,Smartphone,iOS,5,5,Commuting,Mobile Data,3,2
771,20,Female,India,76699,True,False,Students,Urban,YouTube,78,5,ASMR,16,7965,8,18,27,99,Night,6,4,Boredom,Smartphone,Android,8,2,At home,Mobile Data,0,3
772,29,Other,Germany,66092,True,True,Students,Rural,Facebook,108,1,Vlogs,13,9597,8,23,41,74,Evening,3,7,Habit,Smartphone,iOS,5,5,At home,Mobile Data,1,0
773,18,Female,Pakistan,83671,True,False,Students,Rural,TikTok,225,4,Vlogs,7,8708,8,4,15,96,Afternoon,6,4,Habit,Computer,MacOS,8,2,At home,Mobile Data,4,4
774,61,Other,India,30350,False,True,Students,Rural,Facebook,170,4,Jokes/Memes,16,6569,8,20,44,67,Afternoon,8,2,Entertainment,Smartphone,Android,10,0,At school,Mobile Data,2,1
775,22,Male,Mexico,88487,True,False,Labor/Worker,Urban,YouTube,103,3,Life Hacks,7,1491,1,17,31,90,Evening,8,2,Entertainment,Smartphone,MacOS,10,0,At work,Mobile Data,0,3
776,47,Male,India,37622,False,True,Students,Urban,YouTube,183,9,Jokes/Memes,27,5213,6,28,21,15,Night,9,1,Habit,Tablet,Android,10,0,At school,Wi-Fi,2,1
777,47,Male,Barzil,90263,True,False,Labor/Worker,Rural,Facebook,174,12,Gaming,14,4228,9,3,41,17,Night,3,7,Procrastination,Smartphone,Android,5,5,At work,Mobile Data,1,0
778,34,Male,Japan,73117,True,True,Waiting staff,Rural,TikTok,124,10,Jokes/Memes,14,7508,8,21,46,91,Night,8,2,Entertainment,Tablet,Android,10,0,At work,Wi-Fi,0,3
779,64,Other,Japan,78394,True,False,Students,Rural,Facebook,229,2,Pranks,12,4409,3,21,45,18,Evening,8,2,Entertainment,Smartphone,iOS,10,0,At school,Mobile Data,4,4
780,40,Female,Mexico,43782,False,True,Artist,Rural,TikTok,40,11,Jokes/Memes,1,590,1,2,26,19,Afternoon,6,4,Habit,Smartphone,Android,8,2,At work,Mobile Data,2,1
781,32,Female,Germany,48454,False,True,Cashier,Rural,Instagram,20,10,Gaming,1,7379,2,4,38,76,Afternoon,3,7,Entertainment,Smartphone,MacOS,5,5,At school,Mobile Data,3,2
782,54,Male,Vietnam,87904,True,True,Labor/Worker,Rural,TikTok,139,6,Pranks,12,9735,2,1,36,88,Night,8,2,Habit,Smartphone,MacOS,10,0,At home,Wi-Fi,4,4
783,38,Male,Pakistan,35592,False,True,Labor/Worker,Urban,Instagram,114,18,Life Hacks,20,3056,7,15,17,69,Morning,6,4,Habit,Smartphone,Android,8,2,At school,Mobile Data,2,1
784,31,Male,Japan,42173,False,False,Students,Urban,Facebook,36,2,Jokes/Memes,21,2206,6,25,3,24,Evening,6,4,Habit,Smartphone,iOS,8,2,At work,Wi-Fi,2,1
785,19,Male,India,53204,True,True,driver,Rural,TikTok,236,2,Pranks,15,2708,2,1,14,91,Evening,8,2,Entertainment,Tablet,Android,10,0,At home,Wi-Fi,0,3
786,28,Female,Indonesia,55596,True,False,Labor/Worker,Urban,Instagram,11,10,Gaming,4,5981,8,6,49,48,Evening,8,2,Entertainment,Tablet,iOS,10,0,At work,Wi-Fi,0,3
787,56,Other,United States,54324,True,True,Students,Rural,Instagram,110,16,Trends,7,5722,9,7,13,30,Night,6,4,Boredom,Smartphone,Android,8,2,At school,Wi-Fi,4,4
788,55,Male,United States,81202,True,False,Waiting staff,Rural,Instagram,30,12,Vlogs,16,747,7,19,41,15,Afternoon,8,2,Entertainment,Smartphone,iOS,10,0,At home,Wi-Fi,4,4
789,51,Male,United States,50750,True,True,Manager,Urban,YouTube,67,1,Life Hacks,3,8992,4,12,27,47,Evening,3,7,Boredom,Smartphone,Windows,5,5,At work,Mobile Data,1,0
790,55,Male,Vietnam,96112,True,False,Students,Rural,Facebook,189,8,Jokes/Memes,7,6553,1,1,1,44,Night,6,4,Entertainment,Smartphone,iOS,8,2,At home,Mobile Data,4,4
791,51,Male,India,36566,False,True,Waiting staff,Urban,Instagram,29,16,Pranks,29,1497,4,7,17,98,Morning,6,4,Habit,Smartphone,iOS,8,2,At school,Wi-Fi,2,1
792,35,Male,India,27190,False,False,Students,Urban,TikTok,264,18,Jokes/Memes,24,1379,4,19,48,27,Evening,3,7,Habit,Smartphone,Android,5,5,At work,Mobile Data,3,2
793,47,Male,Mexico,58333,True,True,Labor/Worker,Urban,Instagram,47,13,Jokes/Memes,22,8871,8,13,34,84,Night,3,7,Entertainment,Smartphone,Android,5,5,Commuting,Mobile Data,1,0
794,32,Female,United States,21589,False,False,Labor/Worker,Rural,YouTube,157,15,Comedy,6,7360,4,26,14,64,Evening,6,4,Entertainment,Smartphone,Android,8,2,At school,Wi-Fi,2,1
795,44,Female,India,45235,False,True,Students,Rural,Facebook,34,12,Life Hacks,16,3770,4,12,17,41,Afternoon,6,4,Boredom,Smartphone,iOS,8,2,At home,Mobile Data,2,1
796,51,Other,Pakistan,20159,False,False,Students,Urban,YouTube,130,8,Jokes/Memes,24,3342,2,12,3,96,Night,8,2,Boredom,Smartphone,Windows,10,0,At home,Mobile Data,2,1
797,55,Female,Barzil,32145,False,True,Waiting staff,Rural,YouTube,35,10,Gaming,8,9088,7,22,34,68,Night,8,2,Habit,Smartphone,iOS,10,0,At work,Mobile Data,2,1
798,50,Male,Barzil,51921,True,False,Students,Rural,YouTube,178,14,ASMR,23,1546,4,13,40,5,Morning,6,4,Procrastination,Smartphone,Android,8,2,At home,Mobile Data,0,3
799,41,Male,India,36237,False,True,driver,Rural,TikTok,234,5,Life Hacks,22,3126,6,28,25,53,Evening,6,4,Boredom,Smartphone,Android,8,2,At home,Mobile Data,2,1
800,32,Male,Vietnam,28244,False,False,Manager,Rural,Facebook,10,18,Jokes/Memes,6,5889,3,14,2,8,Afternoon,8,2,Habit,Tablet,MacOS,10,0,At work,Mobile Data,2,1
801,47,Male,Japan,34743,False,True,Students,Urban,Facebook,270,19,Life Hacks,10,6208,7,22,34,22,Evening,8,2,Boredom,Smartphone,Android,10,0,At work,Wi-Fi,2,1
802,59,Female,India,66101,True,True,Waiting staff,Rural,TikTok,22,15,Entertainment,16,8875,6,12,26,7,Night,3,7,Entertainment,Smartphone,MacOS,5,5,At home,Mobile Data,1,0
803,34,Female,United States,76378,True,True,Labor/Worker,Urban,Facebook,57,6,Entertainment,11,1295,3,20,31,22,Morning,8,2,Entertainment,Smartphone,Windows,10,0,Commuting,Mobile Data,0,3
804,22,Female,Philippines,91126,True,True,Students,Rural,YouTube,103,11,Life Hacks,13,1385,4,12,9,46,Evening,6,4,Habit,Smartphone,Windows,8,2,At home,Mobile Data,4,4
805,46,Male,United States,76071,True,False,Students,Rural,Facebook,270,11,ASMR,29,942,5,27,30,30,Evening,3,7,Boredom,Smartphone,iOS,5,5,At home,Mobile Data,1,0
806,21,Female,Mexico,91121,True,True,Engineer,Rural,TikTok,287,18,Jokes/Memes,6,3280,9,6,20,16,Afternoon,8,2,Entertainment,Tablet,Android,10,0,Commuting,Mobile Data,0,3
807,27,Other,Mexico,94763,True,False,Labor/Worker,Rural,YouTube,214,18,Pranks,24,1033,6,27,21,79,Evening,3,7,Procrastination,Computer,Android,5,5,At home,Mobile Data,1,0
808,34,Male,Barzil,32237,False,True,Artist,Rural,TikTok,194,10,Life Hacks,1,2786,4,10,29,5,Evening,3,7,Procrastination,Computer,iOS,5,5,At work,Mobile Data,3,2
809,27,Male,Barzil,35649,False,False,Labor/Worker,Urban,Instagram,184,2,Gaming,21,2233,7,20,25,67,Evening,3,7,Boredom,Smartphone,iOS,5,5,At school,Mobile Data,3,2
810,34,Male,Vietnam,57713,True,True,Manager,Rural,YouTube,78,9,Pranks,19,1620,2,29,38,23,Evening,3,7,Entertainment,Tablet,iOS,5,5,At work,Mobile Data,1,0
811,37,Male,Germany,93463,True,False,Waiting staff,Rural,YouTube,113,14,Pranks,12,3535,4,24,44,61,Evening,6,4,Boredom,Smartphone,Android,8,2,At work,Mobile Data,0,3
812,41,Male,Indonesia,65409,True,True,Labor/Worker,Rural,Facebook,255,19,Gaming,24,3205,5,9,25,74,Night,8,2,Entertainment,Smartphone,Android,10,0,At school,Wi-Fi,0,3
813,22,Other,Indonesia,68766,True,False,driver,Rural,YouTube,170,10,Gaming,27,2882,4,2,9,5,Evening,3,7,Boredom,Computer,Android,5,5,At work,Wi-Fi,1,0
814,51,Female,Germany,66154,True,True,Waiting staff,Urban,TikTok,209,4,Jokes/Memes,6,170,4,7,39,23,Evening,8,2,Habit,Smartphone,Android,10,0,At home,Mobile Data,0,3
815,23,Female,Japan,27016,False,False,Labor/Worker,Rural,Facebook,225,6,Jokes/Memes,18,8140,9,9,44,79,Evening,6,4,Habit,Smartphone,iOS,8,2,At work,Mobile Data,2,1
816,19,Male,Indonesia,99563,True,True,Artist,Urban,Instagram,221,14,Vlogs,13,9745,2,25,26,82,Night,8,2,Boredom,Smartphone,Windows,10,0,At school,Mobile Data,0,3
817,30,Male,Vietnam,68688,True,False,Labor/Worker,Urban,TikTok,25,4,Jokes/Memes,7,3897,6,12,37,25,Afternoon,6,4,Entertainment,Smartphone,Android,8,2,At school,Mobile Data,0,3
818,60,Female,Philippines,74238,True,True,Labor/Worker,Urban,Instagram,214,15,Life Hacks,23,9787,8,5,16,8,Morning,3,7,Habit,Smartphone,Windows,5,5,At home,Mobile Data,1,0
819,60,Male,Philippines,78608,True,False,Waiting staff,Rural,Instagram,48,16,Jokes/Memes,13,9815,8,1,37,95,Night,3,7,Procrastination,Smartphone,iOS,5,5,At home,Mobile Data,1,0
820,28,Female,India,51897,True,True,driver,Rural,Instagram,98,7,Trends,21,4122,7,22,12,21,Afternoon,3,7,Boredom,Tablet,Android,5,5,Commuting,Wi-Fi,1,0
821,64,Female,India,70961,True,False,Teacher,Rural,YouTube,265,17,Jokes/Memes,8,5109,4,15,24,2,Afternoon,3,7,Boredom,Smartphone,Android,5,5,Commuting,Mobile Data,1,0
822,40,Male,Philippines,88703,True,True,Labor/Worker,Rural,TikTok,263,19,Gaming,21,9283,7,8,26,22,Night,3,7,Entertainment,Smartphone,Android,5,5,At work,Mobile Data,1,0
823,33,Female,United States,64757,True,True,Waiting staff,Urban,TikTok,225,19,Gaming,17,2837,6,1,20,72,Afternoon,3,7,Habit,Tablet,Android,5,5,At school,Mobile Data,1,0
824,48,Other,United States,46917,False,True,Students,Urban,YouTube,181,17,Comedy,9,8599,6,18,9,87,Evening,6,4,Habit,Smartphone,Android,8,2,At school,Mobile Data,2,1
825,28,Male,Germany,42736,False,True,Students,Rural,Facebook,146,6,Vlogs,20,5228,2,13,23,96,Night,3,7,Boredom,Smartphone,Android,5,5,Commuting,Mobile Data,3,2
826,33,Other,India,47990,False,False,Waiting staff,Urban,Instagram,187,11,ASMR,13,4169,8,29,39,72,Evening,3,7,Habit,Tablet,Android,5,5,At home,Mobile Data,3,2
827,25,Other,India,82551,True,True,Engineer,Urban,TikTok,86,16,Pranks,2,6721,8,1,29,68,Evening,3,7,Boredom,Smartphone,iOS,5,5,At school,Mobile Data,1,0
828,21,Male,Barzil,78161,True,False,Labor/Worker,Rural,YouTube,197,8,Pranks,4,679,7,5,31,64,Night,8,2,Boredom,Smartphone,Android,10,0,At school,Mobile Data,0,3
829,57,Other,Mexico,99623,True,True,Labor/Worker,Urban,Instagram,24,11,Vlogs,29,7429,9,18,19,94,Afternoon,9,1,Habit,Smartphone,MacOS,10,0,At school,Mobile Data,4,4
830,21,Female,Vietnam,42440,False,False,Waiting staff,Rural,Facebook,223,7,Jokes/Memes,25,5487,8,16,20,19,Afternoon,8,2,Procrastination,Smartphone,Android,10,0,At home,Mobile Data,2,1
831,42,Female,Philippines,55205,True,True,Students,Urban,Facebook,217,19,Vlogs,2,236,9,26,23,87,Night,6,4,Habit,Smartphone,Android,8,2,Commuting,Mobile Data,0,3
832,20,Female,Indonesia,75103,True,False,Students,Rural,Instagram,178,10,Entertainment,4,6804,9,10,43,82,Night,3,7,Habit,Smartphone,MacOS,5,5,At school,Mobile Data,1,0
833,49,Male,Germany,90812,True,True,driver,Rural,Facebook,289,9,Jokes/Memes,18,2423,6,4,27,53,Evening,8,2,Boredom,Tablet,Android,10,0,At school,Wi-Fi,0,3
834,20,Other,United States,61627,True,False,Labor/Worker,Rural,TikTok,155,4,Trends,5,1032,2,1,30,93,Evening,6,4,Entertainment,Tablet,Android,8,2,Commuting,Wi-Fi,0,3
835,44,Male,Philippines,39008,False,True,Engineer,Rural,TikTok,272,15,Entertainment,19,6339,7,23,21,87,Night,3,7,Habit,Smartphone,Android,5,5,At home,Mobile Data,3,2
836,46,Female,India,91274,True,False,Waiting staff,Rural,TikTok,13,13,Gaming,10,2940,3,8,44,97,Morning,3,7,Boredom,Tablet,Android,5,5,At home,Mobile Data,1,0
837,49,Other,Mexico,52402,True,True,Students,Rural,Facebook,99,2,Jokes/Memes,18,5409,7,5,35,52,Evening,3,7,Habit,Computer,iOS,5,5,At work,Mobile Data,1,0
838,36,Other,India,73384,True,False,Students,Rural,TikTok,69,2,Life Hacks,25,3132,9,2,49,47,Night,3,7,Habit,Tablet,Android,5,5,At school,Mobile Data,1,0
839,38,Male,Indonesia,25793,False,True,Teacher,Rural,YouTube,25,16,Pranks,21,7080,2,24,7,82,Evening,8,2,Habit,Tablet,iOS,10,0,At home,Mobile Data,2,1
840,22,Male,India,25571,False,False,Manager,Urban,TikTok,236,9,Jokes/Memes,10,4942,6,17,22,54,Evening,3,7,Boredom,Tablet,iOS,5,5,Commuting,Wi-Fi,3,2
841,35,Female,Barzil,36209,False,True,Students,Rural,TikTok,38,13,Jokes/Memes,5,6961,6,7,10,44,Morning,3,7,Entertainment,Smartphone,Windows,5,5,At home,Mobile Data,3,2
842,45,Male,Philippines,63148,True,False,Waiting staff,Rural,Facebook,160,3,Trends,17,7730,9,17,23,97,Afternoon,8,2,Entertainment,Tablet,Windows,10,0,At school,Mobile Data,4,4
843,59,Male,Barzil,22224,False,True,Students,Rural,TikTok,254,9,Life Hacks,22,633,9,28,15,7,Evening,3,7,Habit,Tablet,Windows,5,5,At home,Mobile Data,3,2
844,39,Male,Vietnam,68695,True,True,Engineer,Urban,Instagram,279,13,Pranks,13,6822,5,6,30,92,Night,3,7,Habit,Tablet,Android,5,5,At school,Wi-Fi,1,0
845,38,Male,Japan,52441,True,True,Students,Rural,YouTube,88,2,Jokes/Memes,23,4103,5,29,34,1,Evening,8,2,Entertainment,Smartphone,MacOS,10,0,At work,Wi-Fi,0,3
846,23,Female,United States,59129,True,True,Waiting staff,Rural,Facebook,298,8,Entertainment,17,9584,9,22,13,63,Evening,8,2,Entertainment,Smartphone,Android,10,0,At home,Mobile Data,4,4
847,18,Other,Mexico,82368,True,False,Waiting staff,Urban,YouTube,162,9,Jokes/Memes,9,6487,8,15,4,98,Morning,8,2,Entertainment,Smartphone,Android,10,0,At school,Wi-Fi,0,3
848,22,Female,Pakistan,64760,True,True,Artist,Rural,Instagram,286,16,Trends,24,3446,7,5,18,39,Night,3,7,Entertainment,Computer,Android,5,5,At school,Mobile Data,1,0
849,58,Other,Pakistan,43478,False,False,Labor/Worker,Urban,Facebook,288,2,Pranks,12,5738,8,15,23,19,Evening,3,7,Habit,Computer,MacOS,5,5,At work,Mobile Data,3,2
850,29,Other,Mexico,91854,True,True,Waiting staff,Urban,Facebook,66,6,Gaming,14,3098,6,18,33,31,Afternoon,8,2,Procrastination,Tablet,iOS,10,0,Commuting,Mobile Data,4,4
851,43,Male,India,32180,False,False,Labor/Worker,Rural,TikTok,195,8,Gaming,14,8097,3,18,34,77,Morning,8,2,Boredom,Tablet,Android,10,0,At home,Mobile Data,2,1
852,63,Male,Vietnam,35372,False,True,Students,Rural,YouTube,102,5,Life Hacks,8,5476,7,25,34,24,Afternoon,8,2,Habit,Smartphone,iOS,10,0,At work,Mobile Data,2,1
853,51,Male,United States,49796,False,False,Labor/Worker,Rural,Instagram,285,9,Gaming,23,8253,8,21,36,69,Afternoon,3,7,Habit,Smartphone,iOS,5,5,At school,Mobile Data,3,2
854,31,Male,India,78272,True,True,Students,Urban,Instagram,167,1,Entertainment,5,5181,8,21,35,87,Night,3,7,Habit,Smartphone,Windows,5,5,At school,Mobile Data,1,0
855,43,Female,India,74040,True,False,Students,Rural,Facebook,284,9,Trends,19,1817,1,23,17,83,Morning,3,7,Boredom,Smartphone,Android,5,5,At home,Mobile Data,1,0
856,62,Other,United States,95357,True,True,Labor/Worker,Rural,TikTok,190,10,Jokes/Memes,28,8824,7,6,28,65,Night,8,2,Procrastination,Smartphone,Android,10,0,At home,Mobile Data,4,4
857,44,Male,Mexico,91368,True,False,Students,Rural,Facebook,86,4,Vlogs,14,4887,3,2,14,33,Morning,8,2,Entertainment,Smartphone,Android,10,0,At school,Wi-Fi,0,3
858,26,Male,India,98356,True,True,driver,Rural,Facebook,160,3,Gaming,9,2598,2,27,34,59,Evening,3,7,Procrastination,Tablet,iOS,5,5,At school,Mobile Data,1,0
859,43,Other,Pakistan,36211,False,False,Students,Rural,Facebook,247,10,Vlogs,7,9492,2,17,48,33,Evening,8,2,Habit,Smartphone,Windows,10,0,At home,Wi-Fi,2,1
